Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
business,expert,flexible,masters,introvert,practical,high,average,collaborative,very high,virtual reality developer
art,advanced,remote,high school,doer,logical,high,excellent,collaborative,exceptional,web developer
technology,advanced,remote,bachelors,leader,analytical,high,poor,visionary,high,full stack developer
science,intermediate,remote,high school,extrovert,practical,medium,poor,visionary,exceptional,computer vision engineer
science,intermediate,team,diploma,leader,analytical,very high,excellent,moderate,exceptional,qa engineer
technology,intermediate,flexible,bachelors,thinker,logical,medium,outstanding,collaborative,high,site reliability engineer
technology,expert,office,phd,introvert,analytical,very high,excellent,collaborative,low,cybersecurity analyst
technology,intermediate,office,diploma,thinker,analytical,very high,poor,moderate,medium,research scientist
technology,beginner,remote,diploma,extrovert,intuitive,high,fluent,moderate,high,site reliability engineer
technology,advanced,team,diploma,introvert,practical,high,excellent,collaborative,exceptional,product manager
business,intermediate,flexible,diploma,doer,logical,high,fluent,strong,exceptional,blockchain developer
medicine,advanced,team,masters,doer,logical,very high,fluent,collaborative,medium,data scientist
medicine,expert,office,phd,doer,creative,medium,outstanding,collaborative,very high,site reliability engineer
technology,beginner,office,diploma,thinker,logical,very high,poor,visionary,high,speech recognition specialist
business,intermediate,solo,diploma,thinker,logical,high,average,collaborative,exceptional,data analyst
medicine,expert,flexible,high school,thinker,creative,medium,poor,collaborative,very high,robotics engineer
medicine,expert,solo,bachelors,introvert,analytical,medium,poor,moderate,high,research scientist
technology,intermediate,solo,diploma,extrovert,intuitive,low,average,collaborative,low,hardware engineer
technology,expert,office,high school,extrovert,intuitive,low,excellent,visionary,medium,game developer
art,advanced,flexible,masters,doer,intuitive,medium,fluent,strong,exceptional,full stack developer
medicine,beginner,solo,masters,thinker,intuitive,high,average,collaborative,very high,hardware engineer
art,advanced,remote,phd,introvert,analytical,very high,excellent,collaborative,very high,full stack developer
business,intermediate,flexible,phd,leader,creative,high,poor,strong,medium,data analyst
art,advanced,solo,bachelors,introvert,analytical,medium,average,moderate,low,hardware engineer
business,expert,remote,diploma,extrovert,intuitive,high,poor,collaborative,very high,cybersecurity analyst
business,advanced,office,bachelors,introvert,logical,high,outstanding,visionary,exceptional,blockchain developer
art,advanced,team,high school,doer,logical,very high,outstanding,collaborative,exceptional,mobile app developer
art,beginner,remote,phd,introvert,logical,medium,outstanding,moderate,very high,computer vision engineer
technology,expert,remote,bachelors,leader,analytical,high,outstanding,collaborative,medium,nlp engineer
medicine,advanced,solo,phd,extrovert,analytical,very high,fluent,collaborative,very high,automation engineer
technology,expert,remote,bachelors,leader,analytical,high,poor,moderate,very high,game developer
business,advanced,remote,phd,doer,practical,very high,poor,collaborative,exceptional,network engineer
science,expert,flexible,phd,extrovert,creative,low,fluent,collaborative,exceptional,site reliability engineer
business,beginner,remote,high school,thinker,creative,low,outstanding,collaborative,low,full stack developer
medicine,beginner,flexible,phd,introvert,intuitive,very high,average,collaborative,medium,ui/ux designer
technology,beginner,flexible,high school,leader,analytical,low,excellent,collaborative,low,research scientist
technology,advanced,solo,high school,extrovert,practical,medium,fluent,strong,exceptional,software engineer
medicine,advanced,office,high school,doer,logical,very high,excellent,strong,high,data scientist
art,advanced,solo,diploma,introvert,logical,very high,average,collaborative,exceptional,virtual reality developer
medicine,advanced,flexible,high school,extrovert,intuitive,medium,excellent,strong,low,embedded systems engineer
business,advanced,office,bachelors,thinker,creative,low,fluent,collaborative,exceptional,computer vision engineer
technology,intermediate,office,high school,introvert,intuitive,high,poor,moderate,exceptional,augmented reality developer
medicine,advanced,office,phd,leader,creative,high,average,strong,high,virtual reality developer
art,advanced,team,bachelors,extrovert,intuitive,high,fluent,collaborative,medium,product manager
art,advanced,remote,phd,introvert,analytical,high,fluent,moderate,medium,research scientist
science,advanced,remote,diploma,extrovert,creative,low,average,collaborative,medium,database administrator
business,intermediate,solo,diploma,doer,creative,medium,excellent,collaborative,high,solutions architect
technology,advanced,team,bachelors,extrovert,practical,medium,fluent,collaborative,high,web developer
business,expert,team,high school,introvert,logical,high,average,visionary,medium,solutions architect
science,expert,remote,high school,thinker,creative,high,excellent,collaborative,very high,algorithm engineer
art,intermediate,team,high school,extrovert,practical,medium,average,moderate,low,algorithm engineer
art,expert,remote,high school,doer,practical,medium,excellent,visionary,medium,data scientist
medicine,beginner,remote,diploma,doer,creative,very high,excellent,strong,high,blockchain developer
medicine,expert,team,diploma,leader,logical,high,outstanding,visionary,very high,cloud architect
art,beginner,office,bachelors,extrovert,creative,very high,excellent,strong,high,automation engineer
science,intermediate,flexible,phd,introvert,practical,high,outstanding,collaborative,very high,mobile app developer
medicine,intermediate,team,diploma,doer,intuitive,very high,poor,strong,exceptional,virtual reality developer
medicine,expert,remote,bachelors,extrovert,intuitive,high,fluent,moderate,low,ai ethics researcher
technology,advanced,remote,masters,introvert,practical,high,excellent,collaborative,high,software engineer
technology,advanced,flexible,masters,leader,intuitive,medium,poor,strong,medium,devops engineer
technology,beginner,office,masters,leader,logical,high,fluent,moderate,medium,hardware engineer
business,expert,solo,high school,leader,intuitive,medium,poor,visionary,high,database administrator
art,expert,solo,phd,thinker,creative,medium,average,visionary,low,solutions architect
art,beginner,solo,phd,thinker,practical,medium,average,visionary,exceptional,web developer
medicine,expert,team,bachelors,doer,logical,high,poor,visionary,exceptional,ai ethics researcher
science,advanced,flexible,diploma,introvert,analytical,low,average,collaborative,exceptional,nlp engineer
art,expert,remote,diploma,doer,practical,high,outstanding,strong,exceptional,computer vision engineer
medicine,beginner,office,high school,leader,analytical,medium,fluent,visionary,high,ai researcher
science,beginner,office,diploma,extrovert,intuitive,medium,outstanding,collaborative,medium,ui/ux designer
medicine,intermediate,flexible,phd,thinker,creative,high,excellent,visionary,high,business analyst
business,expert,team,masters,leader,practical,very high,outstanding,collaborative,low,business analyst
art,beginner,office,diploma,introvert,logical,low,poor,collaborative,very high,speech recognition specialist
technology,beginner,remote,high school,introvert,intuitive,high,average,strong,high,augmented reality developer
art,advanced,remote,diploma,doer,practical,low,outstanding,collaborative,low,embedded systems engineer
business,beginner,solo,phd,introvert,practical,low,average,collaborative,medium,software engineer
art,advanced,office,bachelors,leader,creative,low,outstanding,collaborative,exceptional,computer vision engineer
art,intermediate,team,diploma,introvert,intuitive,very high,fluent,visionary,low,product manager
business,intermediate,remote,high school,introvert,practical,high,outstanding,collaborative,exceptional,ai ethics researcher
science,advanced,solo,bachelors,introvert,analytical,medium,poor,collaborative,very high,hardware engineer
art,intermediate,team,phd,leader,analytical,very high,excellent,moderate,medium,deep learning engineer
art,expert,remote,diploma,leader,analytical,high,poor,collaborative,very high,network engineer
technology,advanced,team,diploma,extrovert,practical,very high,average,collaborative,high,financial analyst
science,beginner,remote,high school,leader,intuitive,high,fluent,strong,medium,database administrator
art,advanced,solo,masters,leader,practical,very high,outstanding,strong,high,technical writer
technology,advanced,flexible,high school,thinker,analytical,medium,poor,moderate,medium,computer vision engineer
medicine,beginner,solo,diploma,leader,intuitive,medium,fluent,strong,medium,software engineer
art,expert,office,phd,leader,practical,medium,average,collaborative,very high,algorithm engineer
technology,expert,remote,bachelors,leader,creative,medium,excellent,collaborative,exceptional,research scientist
science,advanced,team,phd,doer,practical,very high,average,collaborative,high,system architect
